exp,attack,attack_key,method,f,seed,sigma_mode,sigma_dp,sigma_sel,sigma_rel,eps_certified,is_private,sampling,rounds,acc,accept_rate,wall_sec,status,error,source,timestamp
pC,SF,sf,Krum,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,68.1,ok,,run,2026-09-09T02:56:02
pC,SF,sf,SparseFed-style,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.1009,1.0,96.5,ok,,run,2026-09-09T02:57:38
pC,SF,sf,AG-PTR,0.49,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.1066,0.0,73.8,ok,,run,2026-09-09T02:58:52
pC,SF,sf,DP-FedAvg,0.6,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1,1.0,37.4,ok,,run,2026-09-09T02:59:29
pC,SF,sf,FedVRDP-style,0.6,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1,1.0,32.3,ok,,run,2026-09-09T03:00:02
pC,SF,sf,Median,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,83.6,ok,,run,2026-09-09T03:01:25
pC,SF,sf,TrimmedMean,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,107.0,ok,,run,2026-09-09T03:03:12
pC,SF,sf,Krum,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,61.5,ok,,run,2026-09-09T03:04:14
pC,SF,sf,SparseFed-style,0.6,0,certified,1.0338019195458117,,,,False,poisson,180,0.1,1.0,89.1,ok,,run,2026-09-09T03:05:43
pC,SF,sf,AG-PTR,0.6,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.1066,0.0,66.0,ok,,run,2026-09-09T03:06:49
pC,MinMax,minmax,DP-FedAvg,0.0,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.2824,1.0,74.7,ok,,run,2026-09-09T03:08:04
pC,MinMax,minmax,FedVRDP-style,0.0,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.335,1.0,72.5,ok,,run,2026-09-09T03:09:16
pC,MinMax,minmax,Median,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.4423,1.0,170.5,ok,,run,2026-09-09T03:12:07
pC,MinMax,minmax,TrimmedMean,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.4795,1.0,91.4,ok,,run,2026-09-09T03:13:38
pC,MinMax,minmax,Krum,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.3497,1.0,98.5,ok,,run,2026-09-09T03:15:17
pC,MinMax,minmax,SparseFed-style,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.4678,1.0,127.4,ok,,run,2026-09-09T03:17:24
pC,MinMax,minmax,AG-PTR,0.0,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.3873,0.85,108.8,ok,,run,2026-09-09T03:19:13
pC,MinMax,minmax,DP-FedAvg,0.1,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.2097,1.0,78.5,ok,,run,2026-09-09T03:20:31
