Dataset,Attack,Method,Percentage of Byzantine Cliets (%),Accuracy,Accept_Rate
CIFAR-10-IID,MinSum,Krum,0.3,0.1925,1.0
CIFAR-10-IID,MinSum,SparseFed-style,0.3,0.1156,1.0
CIFAR-10-IID,MinSum,AG-PTR,0.3,0.3379,0.6888888888888889
CIFAR-10-IID,MinSum,DP-FedAvg,0.4,0.117,1.0
CIFAR-10-IID,MinSum,Median,0.4,0.1727,1.0
CIFAR-10-IID,MinSum,TrimmedMean,0.4,0.1627,1.0
CIFAR-10-IID,MinSum,Krum,0.4,0.1011,1.0
CIFAR-10-IID,MinSum,SparseFed-style,0.4,0.1433,1.0
CIFAR-10-IID,MinSum,AG-PTR,0.4,0.2407,0.1666666666666666
CIFAR-10-IID,MinSum,DP-FedAvg,0.49,0.0974,1.0
CIFAR-10-IID,MinSum,Median,0.49,0.1404,1.0
CIFAR-10-IID,MinSum,TrimmedMean,0.49,0.1002,1.0
CIFAR-10-IID,MinSum,Krum,0.49,0.0997,1.0
CIFAR-10-IID,MinSum,SparseFed-style,0.49,0.1591,1.0
CIFAR-10-IID,MinSum,AG-PTR,0.49,0.1066,0.0
CIFAR-10-IID,MinSum,DP-FedAvg,0.6,0.1229,1.0
CIFAR-10-IID,MinSum,Median,0.6,0.1,1.0
CIFAR-10-IID,MinSum,TrimmedMean,0.6,0.1,1.0
CIFAR-10-IID,MinSum,Krum,0.6,0.1,1.0
CIFAR-10-IID,MinSum,SparseFed-style,0.6,0.1273,1.0
CIFAR-10-IID,MinSum,AG-PTR,0.6,0.1066,0.0
CIFAR-10-IID,LF,DP-FedAvg,0.0,0.2824,1.0
CIFAR-10-IID,LF,Median,0.0,0.4423,1.0
CIFAR-10-IID,LF,TrimmedMean,0.0,0.4795,1.0
CIFAR-10-IID,LF,Krum,0.0,0.3497,1.0
CIFAR-10-IID,LF,SparseFed-style,0.0,0.4678,1.0
CIFAR-10-IID,LF,AG-PTR,0.0,0.3873,0.85
CIFAR-10-IID,LF,DP-FedAvg,0.1,0.2462,1.0
CIFAR-10-IID,LF,Median,0.1,0.4264,1.0
CIFAR-10-IID,LF,TrimmedMean,0.1,0.4452,1.0
CIFAR-10-IID,LF,Krum,0.1,0.3484,1.0
CIFAR-10-IID,LF,SparseFed-style,0.1,0.4461,1.0
CIFAR-10-IID,LF,AG-PTR,0.1,0.3586,0.9111111111111112
CIFAR-10-IID,LF,DP-FedAvg,0.2,0.2235,1.0
CIFAR-10-IID,LF,Median,0.2,0.4036,1.0
CIFAR-10-IID,LF,TrimmedMean,0.2,0.41,1.0
CIFAR-10-IID,LF,Krum,0.2,0.3228,1.0
CIFAR-10-IID,LF,SparseFed-style,0.2,0.4277,1.0
CIFAR-10-IID,LF,AG-PTR,0.2,0.3439,0.9055555555555556
CIFAR-10-IID,LF,DP-FedAvg,0.3,0.2035,1.0
CIFAR-10-IID,LF,Median,0.3,0.3728,1.0
CIFAR-10-IID,LF,TrimmedMean,0.3,0.3767,1.0
CIFAR-10-IID,LF,Krum,0.3,0.3056,1.0
CIFAR-10-IID,LF,SparseFed-style,0.3,0.4007,1.0
CIFAR-10-IID,LF,AG-PTR,0.3,0.3262,0.95
CIFAR-10-IID,LF,DP-FedAvg,0.4,0.1873,1.0
CIFAR-10-IID,LF,Median,0.4,0.334,1.0
CIFAR-10-IID,LF,TrimmedMean,0.4,0.3312,1.0
CIFAR-10-IID,LF,Krum,0.4,0.2591,1.0
CIFAR-10-IID,LF,SparseFed-style,0.4,0.3512,1.0
CIFAR-10-IID,LF,AG-PTR,0.4,0.2853,0.9388888888888888
CIFAR-10-IID,LF,DP-FedAvg,0.49,0.1736,1.0
CIFAR-10-IID,LF,Median,0.49,0.2556,1.0
CIFAR-10-IID,LF,TrimmedMean,0.49,0.2578,1.0
CIFAR-10-IID,LF,Krum,0.49,0.2143,1.0
CIFAR-10-IID,LF,SparseFed-style,0.49,0.2643,1.0
CIFAR-10-IID,LF,AG-PTR,0.49,0.2795,0.7944444444444444
CIFAR-10-IID,LF,DP-FedAvg,0.6,0.1633,1.0
CIFAR-10-IID,LF,Median,0.6,0.1653,1.0
CIFAR-10-IID,LF,TrimmedMean,0.6,0.1696,1.0
CIFAR-10-IID,LF,Krum,0.6,0.0972,1.0
CIFAR-10-IID,LF,SparseFed-style,0.6,0.1566,1.0
CIFAR-10-IID,LF,AG-PTR,0.6,0.2297,0.7166666666666667
CIFAR-10-IID,FoE,DP-FedAvg,0.0,0.2824,1.0
CIFAR-10-IID,FoE,Median,0.0,0.4423,1.0
CIFAR-10-IID,FoE,TrimmedMean,0.0,0.4795,1.0
CIFAR-10-IID,FoE,Krum,0.0,0.3497,1.0
CIFAR-10-IID,FoE,SparseFed-style,0.0,0.4678,1.0
CIFAR-10-IID,FoE,AG-PTR,0.0,0.3873,0.85
CIFAR-10-IID,FoE,DP-FedAvg,0.1,0.2572,1.0
CIFAR-10-IID,FoE,Median,0.1,0.3514,1.0
CIFAR-10-IID,FoE,TrimmedMean,0.1,0.4298,1.0
CIFAR-10-IID,FoE,Krum,0.1,0.0974,1.0
CIFAR-10-IID,FoE,SparseFed-style,0.1,0.4419,1.0
CIFAR-10-IID,FoE,AG-PTR,0.1,0.3605,0.8277777777777777
CIFAR-10-IID,FoE,DP-FedAvg,0.2,0.2357,1.0
CIFAR-10-IID,FoE,Median,0.2,0.1773,1.0
CIFAR-10-IID,FoE,TrimmedMean,0.2,0.3318,1.0
CIFAR-10-IID,FoE,Krum,0.2,0.22,1.0
CIFAR-10-IID,FoE,SparseFed-style,0.2,0.4103,1.0
CIFAR-10-IID,FoE,AG-PTR,0.2,0.348,0.8277777777777777
CIFAR-10-IID,FoE,DP-FedAvg,0.3,0.2082,1.0
CIFAR-10-IID,FoE,Median,0.3,0.1295,1.0
CIFAR-10-IID,FoE,TrimmedMean,0.3,0.1361,1.0
CIFAR-10-IID,FoE,Krum,0.3,0.2142,1.0
CIFAR-10-IID,FoE,SparseFed-style,0.3,0.36,1.0
CIFAR-10-IID,FoE,AG-PTR,0.3,0.3379,0.6888888888888889
CIFAR-10-IID,FoE,DP-FedAvg,0.4,0.1752,1.0
CIFAR-10-IID,FoE,Median,0.4,0.1657,1.0
CIFAR-10-IID,FoE,TrimmedMean,0.4,0.1589,1.0
CIFAR-10-IID,FoE,Krum,0.4,0.0566,1.0
CIFAR-10-IID,FoE,SparseFed-style,0.4,0.2824,1.0
CIFAR-10-IID,FoE,AG-PTR,0.4,0.2407,0.1666666666666666
CIFAR-10-IID,FoE,DP-FedAvg,0.49,0.1,1.0
CIFAR-10-IID,FoE,Median,0.49,0.1618,1.0
CIFAR-10-IID,FoE,TrimmedMean,0.49,0.1406,1.0
CIFAR-10-IID,FoE,Krum,0.49,0.1,1.0
CIFAR-10-IID,FoE,SparseFed-style,0.49,0.1674,1.0
CIFAR-10-IID,FoE,AG-PTR,0.49,0.1066,0.0
CIFAR-10-IID,FoE,DP-FedAvg,0.6,0.1,1.0
CIFAR-10-IID,FoE,Median,0.6,0.1,1.0
CIFAR-10-IID,FoE,TrimmedMean,0.6,0.1,1.0
CIFAR-10-IID,FoE,Krum,0.6,0.1,1.0
CIFAR-10-IID,FoE,SparseFed-style,0.6,0.1,1.0
CIFAR-10-IID,FoE,AG-PTR,0.6,0.1066,0.0
CIFAR-10-IID,ALIE,FedVRDP,0.0,0.3741,1.0
CIFAR-10-IID,ALIE,FedVRDP,0.1,0.2562,1.0
CIFAR-10-IID,ALIE,FedVRDP,0.2,0.0976,1.0
CIFAR-10-IID,ALIE,FedVRDP,0.3,0.1044,1.0
CIFAR-10-IID,ALIE,FedVRDP,0.4,0.1103,1.0
CIFAR-10-IID,ALIE,FedVRDP,0.49,0.0999,1.0
CIFAR-10-IID,ALIE,FedVRDP,0.6,0.1,1.0
CIFAR-10-IID,SF,FedVRDP,0.0,0.3741,1.0
CIFAR-10-IID,SF,FedVRDP,0.1,0.1697,1.0
CIFAR-10-IID,SF,FedVRDP,0.2,0.1654,1.0
CIFAR-10-IID,SF,FedVRDP,0.3,0.1679,1.0
CIFAR-10-IID,SF,FedVRDP,0.4,0.1482,1.0
CIFAR-10-IID,SF,FedVRDP,0.49,0.1,1.0
CIFAR-10-IID,SF,FedVRDP,0.6,0.1,1.0
CIFAR-10-IID,MinMax,FedVRDP,0.0,0.3741,1.0
CIFAR-10-IID,MinMax,FedVRDP,0.1,0.2373,1.0
CIFAR-10-IID,MinMax,FedVRDP,0.2,0.1698,1.0
CIFAR-10-IID,MinMax,FedVRDP,0.3,0.1935,1.0
CIFAR-10-IID,MinMax,FedVRDP,0.4,0.1456,1.0
CIFAR-10-IID,MinMax,FedVRDP,0.49,0.1547,1.0
CIFAR-10-IID,MinMax,FedVRDP,0.6,0.1876,1.0
CIFAR-10-IID,MinSum,FedVRDP,0.0,0.3741,1.0
CIFAR-10-IID,MinSum,FedVRDP,0.1,0.2353,1.0
CIFAR-10-IID,MinSum,FedVRDP,0.2,0.1483,1.0
CIFAR-10-IID,MinSum,FedVRDP,0.3,0.1738,1.0
CIFAR-10-IID,MinSum,FedVRDP,0.4,0.1658,1.0
CIFAR-10-IID,MinSum,FedVRDP,0.49,0.1586,1.0
CIFAR-10-IID,MinSum,FedVRDP,0.6,0.1666,1.0
CIFAR-10-IID,LF,FedVRDP,0.0,0.3741,1.0
CIFAR-10-IID,LF,FedVRDP,0.1,0.3421,1.0
CIFAR-10-IID,LF,FedVRDP,0.2,0.3284,1.0
CIFAR-10-IID,LF,FedVRDP,0.3,0.2971,1.0
CIFAR-10-IID,LF,FedVRDP,0.4,0.2427,1.0
CIFAR-10-IID,LF,FedVRDP,0.49,0.2215,1.0
CIFAR-10-IID,LF,FedVRDP,0.6,0.1746,1.0
CIFAR-10-IID,FoE,FedVRDP,0.0,0.3741,1.0
CIFAR-10-IID,FoE,FedVRDP,0.1,0.3452,1.0
CIFAR-10-IID,FoE,FedVRDP,0.2,0.3118,1.0
CIFAR-10-IID,FoE,FedVRDP,0.3,0.2664,1.0
CIFAR-10-IID,FoE,FedVRDP,0.4,0.1902,1.0
CIFAR-10-IID,FoE,FedVRDP,0.49,0.1317,1.0
CIFAR-10-IID,FoE,FedVRDP,0.6,0.1,1.0
